RB0013660,13/08/2018,14:02:01,69.218834,-51.12595,-2,3.6,238,1.5,7,100115,19.8,4.61,0,RB0014274
RB0013660,13/08/2018,14:43:38,69.183525,-51.269905,11,0.1,0,1.9,6,100094,15.4,4.45,0,RB0014274
RB0013660,13/08/2018,14:48:06,69.183807,-51.269844,12,0.1,0,1.9,6,100075,15.6,4.37,1,RB0014274
RB0013660,13/08/2018,14:53:06,69.184311,-51.270363,4,0.1,0,1.9,6,100050,16.2,4.47,2,RB0014274
RB0013660,13/08/2018,14:58:06,69.184738,-51.271156,21,0.2,0,1.9,6,100070,16.9,4.69,3,RB0014274
RB0013660,13/08/2018,15:03:06,69.185349,-51.271946,-8,1.1,209,1.9,6,100064,17.4,4.36,4,RB0014274
RB0013660,13/08/2018,15:08:06,69.185501,-51.272701,28,0.1,0,5.4,5,100058,17.1,4.36,5,RB0014274
RB0013660,13/08/2018,15:13:06,69.185867,-51.274235,12,0.1,0,6,5,100046,18.4,4.2,6,RB0014274
RB0013660,13/08/2018,15:18:06,69.185638,-51.275848,204,5,189,2,6,97697,17.9,4.17,7,RB0014274
RB0013660,13/08/2018,15:23:06,69.181328,-51.29491,1615,2.9,9,2,6,82255,18.1,4.39,8,RB0014274
RB0013660,13/08/2018,15:28:06,69.197296,-51.300606,2873,11.1,348,2.2,6,70391,17.2,4.13,9,RB0014274
RB0013660,13/08/2018,15:33:06,69.221977,-51.296394,4286,2.5,0,2.3,6,58630,16.6,4.13,10,RB0014274
RB0013660,13/08/2018,15:38:06,69.2425,-51.323799,5679,2.5,352,2.5,6,48776,14.9,4.27,11,RB0014274
RB0013660,13/08/2018,15:43:06,69.259392,-51.329666,7146,7.5,3,2.6,6,39898,14.3,4.34,12,RB0014274
RB0013660,13/08/2018,15:53:06,69.315773,-51.385178,10428,13.1,326,3,6,24539,8.9,4.3,14,RB0014274
RB0013660,13/08/2018,15:58:06,69.338333,-51.415489,12003,9.2,0,4.7,5,19201,5.7,4.29,15,RB0014274
RB0013660,13/08/2018,16:03:30,69.363564,-51.410538,13556,10.1,344,0.7,12,15150,2.9,3.93,16,RB0014274
RB0013660,13/08/2018,16:08:06,69.378052,-51.410126,14968,5.6,28,0.7,12,12247,0.7,4.25,17,RB0014274
RB0013660,13/08/2018,16:13:20,69.388786,-51.412964,16595,4.8,8,0.7,12,9580,-1.1,4.03,18,RB0014274
RB0013660,13/08/2018,16:18:06,69.396172,-51.40387,18135,2.2,191,0.7,12,7600,-2.2,3.89,19,RB0014274
RB0013660,13/08/2018,16:23:06,69.405182,-51.412937,19736,2.8,331,0.7,12,6003,-1.7,4.14,20,RB0014274
RB0013660,13/08/2018,16:28:06,69.412781,-51.418358,21407,3.9,289,0.9,11,4672,-1.8,3.87,21,RB0014274
RB0013660,13/08/2018,16:38:06,69.418976,-51.437725,24979,3.8,142,1.1,10,2784,-0.9,3.89,23,RB0014274
RB0013660,13/08/2018,16:43:06,69.422424,-51.457626,26770,4.7,310,1.3,9,2157,0,3.9,24,RB0014274
RB0013660,13/08/2018,16:48:06,69.423134,-51.467171,28652,2.9,45,1.3,9,1682,2.1,3.87,25,RB0014274
RB0013660,13/08/2018,16:53:06,69.422096,-51.484241,30418,5,281,1.3,9,1347,2.9,3.94,26,RB0014274
RB0013660,13/08/2018,17:00:46,69.427567,-51.520844,21457,6.2,251,1,8,4760,5.2,3.88,27,RB0014274
RB0013660,13/08/2018,17:03:06,69.43071,-51.520958,18685,9.6,333,0.9,10,7138,4.3,3.9,28,RB0014274
RB0013660,13/08/2018,17:13:05,69.461487,-51.525288,11181,14.6,333,0.8,11,21863,1.1,4.2,29,RB0014274
RB0013660,13/08/2018,17:18:05,69.48909,-51.562977,8666,16.5,326,0.8,11,32085,-1.8,3.9,30,RB0014274
RB0013660,13/08/2018,17:33:40,69.554939,-51.597462,2328,11,349,0.6,12,73055,-4.1,3.85,32,RB0014274
RB0013660,13/08/2018,17:38:06,69.564819,-51.612934,1215,7.1,245,0.6,12,86963,-2,4.17,33,RB0014274
RB0013660,13/08/2018,17:43:05,69.557961,-51.629219,-10,0.2,90,0.6,12,100007,-0.4,3.83,34,RB0014274
