RB0013660,06/08/2018,04:49:56,69.385994,-50.907574,-4,0.1,93,3.5,5,101936,10.2,4.63,0,RB0013592
RB0013660,06/08/2018,04:58:24,69.386055,-50.90789,-32,0.6,279,3.7,5,101934,8.2,4.27,1,RB0013592
RB0013660,06/08/2018,05:07:33,69.385918,-50.90675,-39,1,95,16,4,101942,9.7,3.99,2,RB0013592
RB0013660,06/08/2018,05:10:27,69.385948,-50.9072,-25,1,95,12.9,4,101946,9.3,3.94,3,RB0013592
RB0013660,06/08/2018,05:13:29,69.38591,-50.907139,-25,0.4,102,10.8,4,101935,9.2,3.94,4,RB0013592
RB0013660,06/08/2018,05:16:25,69.385887,-50.907207,-30,0.7,96,9.4,4,101948,9,4.34,5,RB0013592
RB0013660,06/08/2018,05:19:24,69.385796,-50.906815,-49,0.2,0,8.4,4,101949,8.8,4.31,6,RB0013592
RB0013660,06/08/2018,05:22:24,69.385818,-50.906635,-47,0.4,0,7.7,4,101951,8.6,3.95,7,RB0013592
RB0013660,06/08/2018,05:25:26,69.38588,-50.910286,66,0.1,0,7.2,4,101954,8.4,3.95,8,RB0013592
RB0013660,06/08/2018,05:52:23,69.470993,-50.795708,5893,10,77,1.1,8,48313,8.6,4.22,9,RB0013592
RB0013660,06/08/2018,05:58:23,69.471909,-50.742355,7719,3.7,194,1.1,8,37523,6,3.97,10,RB0013592
RB0013660,06/08/2018,06:01:23,69.462166,-50.72826,8701,12.2,185,1.1,8,32538,3.7,3.91,11,RB0013592
RB0013660,06/08/2018,06:04:23,69.451141,-50.726406,9625,14.2,160,1.1,8,28334,1.6,3.91,12,RB0013592
RB0013660,06/08/2018,06:07:23,69.428566,-50.7117,10599,17.5,173,1.1,8,24385,-0.7,3.89,13,RB0013592
RB0013660,06/08/2018,06:10:23,69.405914,-50.674969,11592,2.9,134,1.1,8,20843,-3.2,3.86,14,RB0013592
RB0013660,06/08/2018,06:13:23,69.391937,-50.630089,12461,8.2,128,1.1,8,18206,-5.6,3.84,15,RB0013592
RB0013660,06/08/2018,06:16:23,69.383995,-50.619343,13255,2.6,188,1.1,8,16126,-7.6,3.82,16,RB0013592
RB0013660,06/08/2018,06:19:22,69.379524,-50.603477,14074,3.5,139,1.1,8,14260,-9.4,4.16,17,RB0013592
RB0013660,06/08/2018,06:22:22,69.375328,-50.588688,14938,6.2,130,1.1,8,12506,-10.9,4.11,18,RB0013592
RB0013660,06/08/2018,06:25:22,69.371956,-50.573685,15794,11.3,197,1.1,8,10996,-12.1,3.79,19,RB0013592
RB0013660,06/08/2018,06:28:22,69.368355,-50.575863,16681,4,334,1.1,8,9647,-13,3.77,20,RB0013592
RB0013660,06/08/2018,06:31:22,69.364914,-50.566902,17578,2.6,261,1.1,8,8425,-13.7,4.09,21,RB0013592
RB0013660,06/08/2018,06:34:22,69.362053,-50.56834,18478,8.7,195,1.1,8,7377,-14.3,3.72,22,RB0013592
RB0013660,06/08/2018,06:37:22,69.358307,-50.579704,19417,9.3,248,1.1,8,6413,-14.8,3.75,23,RB0013592
RB0013660,06/08/2018,06:40:22,69.357697,-50.589447,20349,4.7,225,1.1,8,5605,-14.9,4.09,24,RB0013592
RB0013660,06/08/2018,06:43:22,69.355133,-50.594368,21299,9,177,1.6,7,4861,-15.1,4.11,25,RB0013592
RB0013660,06/08/2018,06:46:22,69.352066,-50.588135,22248,2.8,52,1.6,7,4225,-15.1,3.74,26,RB0013592
RB0013660,06/08/2018,06:49:22,69.348381,-50.60321,23196,5.7,264,1.6,7,3692,-14.7,3.74,27,RB0013592
RB0013660,06/08/2018,06:52:22,69.345497,-50.611042,24213,7.1,280,1.5,7,3193,-14.1,4.13,28,RB0013592
RB0013660,06/08/2018,06:55:22,69.342476,-50.62746,25266,8.2,224,1.5,7,2764,-13.6,3.75,29,RB0013592
RB0013660,06/08/2018,07:01:22,69.338089,-50.656624,27291,3.5,248,1.4,7,2110,-11.4,3.79,30,RB0013592
RB0013660,06/08/2018,07:04:38,69.334717,-50.677025,28428,5.7,207,1,8,1806,-10.5,4.01,31,RB0013592
RB0013660,06/08/2018,07:07:22,69.330513,-50.705574,29369,14,252,1,8,1632,-9,3.77,32,RB0013592
RB0013660,06/08/2018,07:10:22,69.332153,-50.731281,30348,3.7,256,1,8,1455,-8,4.18,33,RB0013592
RB0013660,06/08/2018,07:13:22,69.32766,-50.752453,31399,1,171,1,8,1293,-6.8,3.83,34,RB0013592
RB0013660,06/08/2018,07:16:22,69.320381,-50.778301,32399,8.9,221,1,8,1181,-5.2,3.8,35,RB0013592
RB0013660,06/08/2018,07:22:22,69.313156,-50.814541,22134,11.6,259,1,8,4462,-3.6,3.86,37,RB0013592
RB0013660,06/08/2018,07:25:22,69.31057,-50.819496,18789,7.5,225,0.9,9,7189,-4.1,3.86,38,RB0013592
RB0013660,06/08/2018,07:28:22,69.30854,-50.818817,16179,6.8,304,0.9,9,10501,-5,4.19,39,RB0013592
RB0013660,06/08/2018,07:31:22,69.304756,-50.806091,14065,12.2,134,1.1,8,14344,-6.3,3.86,40,RB0013592
RB0013660,06/08/2018,07:34:22,69.298676,-50.782791,12334,15.4,165,1.1,8,18620,-7.6,4.18,41,RB0013592
RB0013660,06/08/2018,07:37:22,69.284531,-50.731293,10943,17.5,140,1.1,8,23140,-9.3,4.16,42,RB0013592
RB0013660,06/08/2018,07:40:22,69.265083,-50.7034,9652,7,184,1,8,28241,-11.1,3.81,43,RB0013592
RB0013660,06/08/2018,07:43:22,69.256264,-50.701336,8467,10.4,171,1,8,33709,-12.1,3.8,44,RB0013592
RB0013660,06/08/2018,07:46:22,69.247559,-50.688332,7377,5.8,178,1,8,39392,-13.5,4.12,45,RB0013592
RB0013660,06/08/2018,07:49:22,69.248085,-50.681259,6375,7.7,88,1,8,45263,-14.4,3.77,46,RB0013592
RB0013660,06/08/2018,07:52:22,69.257904,-50.653202,5412,13.2,43,1,8,51590,-14.6,4.07,47,RB0013592
RB0013660,06/08/2018,07:55:22,69.269997,-50.621056,4489,11.6,55,1,8,58265,-14.5,4.1,48,RB0013592
RB0013660,06/08/2018,07:58:22,69.287315,-50.588753,3631,10.1,19,1,8,65058,-14.3,3.76,49,RB0013592
RB0013660,06/08/2018,08:01:22,69.307693,-50.564487,2807,12.4,13,1.2,6,72323,-13.3,3.77,50,RB0013592
RB0013660,06/08/2018,08:04:22,69.321442,-50.54911,2036,8.7,29,1.1,6,79709,-12.4,4.12,51,RB0013592
RB0013660,06/08/2018,08:07:22,69.333214,-50.544132,1279,3.2,342,1.1,6,87529,-11.3,4.12,52,RB0013592
RB0013660,06/08/2018,08:10:22,69.340073,-50.555988,527,9,315,1.1,6,95850,-10.1,3.83,53,RB0013592
RB0013660,06/08/2018,08:13:22,69.341087,-50.562786,344,0,268,1.1,6,97963,-8.5,4.11,54,RB0013592
