09/02/2019,11:24:31,46.197895,6.185137,418,0,0,2.3,4,97200,20.9,4.63,0
09/02/2019,11:44:07,46.197826,6.185204,442,0,0,3,4,97231,19,4.5,2
09/02/2019,11:54:07,46.198124,6.184915,393,0,0,4,4,97246,17.4,4.63,3
09/02/2019,12:04:07,46.197727,6.185353,455,0,122,6.1,4,97243,15.8,4.35,4
09/02/2019,12:14:08,46.197872,6.185179,425,0.6,140,13.9,4,97242,16,4.33,5
09/02/2019,12:24:32,46.197899,6.18514,438,0,129,1.5,5,97215,15.4,4.52,6
09/02/2019,12:27:07,46.197975,6.185283,409,0.1,0,1.5,5,97213,15.6,4.24,7
09/02/2019,12:30:07,46.197914,6.185052,429,0,0,1.5,5,97204,15.1,4.42,8
09/02/2019,12:33:07,46.197895,6.185189,435,0.1,125,1.5,5,97209,14.8,4.18,9
09/02/2019,12:42:25,46.198116,6.184941,424,0,0,2.6,6,97213,18.2,4.56,0
09/02/2019,12:44:54,46.198105,6.184821,432,0,0,1.3,7,97207,18.8,4.45,1
09/02/2019,12:47:56,46.198284,6.18406,335,2.3,68,1.3,5,97225,18.9,4.39,2
09/02/2019,12:50:54,46.198013,6.18482,432,0,0,1.2,7,97201,18.9,4.35,3
09/02/2019,12:53:54,46.19812,6.184842,454,0,0,1.2,7,97197,18.8,4.34,4
09/02/2019,12:56:54,46.198078,6.184899,452,0,0,1.2,7,97190,18.8,4.66,5
09/02/2019,12:59:54,46.198128,6.184947,478,0,0,1.2,7,97184,18.8,4.33,6
09/02/2019,13:02:54,46.198055,6.184867,447,0,0,1.4,6,97184,18.8,4.32,7
09/02/2019,13:05:54,46.198067,6.184875,446,0,0,1.4,6,97192,18.8,4.5,8
09/02/2019,13:08:54,46.198086,6.184879,439,0,0,1.3,6,97183,18.6,4.29,9
09/02/2019,13:11:54,46.198109,6.18493,455,0,0,1.3,6,97186,18.5,4.29,10
09/02/2019,13:14:54,46.198055,6.184862,440,0,0,1.3,6,97179,18.4,4.47,11
09/02/2019,13:17:54,46.198101,6.184852,439,0,45,1.3,6,97166,18.3,4.25,12
09/02/2019,13:20:54,46.198086,6.184921,450,0,0,1.3,6,97157,18.1,4.23,13
09/02/2019,13:23:54,46.198105,6.184925,433,0,0,1.3,6,97154,18.1,4.43,14
09/02/2019,13:26:54,46.198044,6.184907,448,0,0,1.2,6,97155,18,4.2,15
09/02/2019,13:29:54,46.198078,6.184876,436,0,0,1.2,6,97155,17.8,4.19,16
09/02/2019,13:32:54,46.198071,6.184896,441,0,0,1.2,6,97154,18.1,4.16,17
09/02/2019,13:35:54,46.198051,6.184868,440,0,0,1.2,6,97157,18.6,4.37,18
09/02/2019,13:41:54,46.198017,6.184886,444,0,0,1.2,6,97117,20.3,4.14,19
09/02/2019,13:44:54,46.198078,6.184829,446,0,0,1.2,6,97113,20.4,4.27,20
09/02/2019,13:47:54,46.198009,6.184846,442,0,0,1.2,6,97144,19.6,4.13,21
09/02/2019,13:50:54,46.198002,6.184879,419,0,0,1.2,6,97155,19.4,4.18,22
09/02/2019,13:56:54,46.200264,6.18786,672,7.1,45,1.2,6,94435,20.8,4.27,23
09/02/2019,13:59:54,46.214428,6.209633,1663,12.9,38,1.2,6,83666,19.8,4.17,24
09/02/2019,14:02:54,46.231129,6.22871,2718,15.1,72,1.2,6,73063,18.6,4.18,25
09/02/2019,14:05:54,46.240162,6.270346,3822,22.8,91,3.8,3,63350,17.3,4.15,26
09/02/2019,14:08:54,46.239849,6.326006,4760,22.4,84,3.9,3,55923,15.6,4.38,27
09/02/2019,14:11:54,46.227398,6.390541,5694,30.9,102,4,3,49393,13.8,4.37,28
09/02/2019,14:14:54,46.215412,6.466392,6839,38.9,96,4.1,3,42162,12.4,4.33,29
09/02/2019,14:17:54,46.211594,6.553201,7989,39.7,96,4.1,3,35897,10.3,4.32,30
09/02/2019,14:20:54,46.203346,6.647613,9067,44.1,105,4.2,3,30709,8.2,4.33,31
09/02/2019,14:23:54,46.189297,6.734896,10235,34.9,106,4.3,3,25787,6.1,4.29,32
09/02/2019,14:26:55,46.165096,6.810036,11312,33.4,103,4.4,3,21666,3.7,4.27,33
09/02/2019,14:32:54,46.135586,6.940698,13619,19.3,81,3.7,4,15013,-1.3,4.19,35
09/02/2019,14:35:54,46.132565,6.995725,14653,25,106,3.5,4,12742,-3.3,4.23,36
09/02/2019,14:38:54,46.124287,7.059576,15627,29,93,3.4,4,10900,-5.1,3.94,37
09/02/2019,14:41:54,46.11454,7.127873,16617,35,95,3.2,4,9336,-6.5,3.93,38
09/02/2019,14:44:54,46.107784,7.210995,16829,35.2,99,3,4,9029,-7.4,4.16,39
09/02/2019,14:47:54,46.101608,7.298813,16720,40.5,93,2.9,4,9164,-7.1,3.93,40
09/02/2019,14:50:54,46.094822,7.389976,16554,37.5,98,2.8,4,9429,-6.2,4.15,41
09/02/2019,14:53:54,46.088402,7.469733,16485,31.9,96,2.7,4,9526,-5.4,4.17,42
09/02/2019,14:56:54,46.080448,7.541029,16263,30.6,102,2.6,4,9885,-4.3,3.93,43
09/02/2019,14:59:54,46.070049,7.603983,16426,25.6,103,2.5,4,9665,-3.3,3.94,44
09/02/2019,15:02:54,46.060753,7.661814,16299,26,103,2.5,4,9844,-2.9,4.19,45
09/02/2019,15:05:54,46.047874,7.719159,16148,25.2,111,2.5,4,10105,-2.4,3.94,46
09/02/2019,15:08:54,46.032452,7.772275,16055,26.5,114,2.4,4,10258,-1.6,3.93,47
09/02/2019,15:11:53,46.015697,7.827906,15971,23.8,113,2.4,4,10384,-1.3,4.15,48
09/02/2019,15:14:56,46.001186,7.872208,15737,19.2,114,3.5,3,10805,-1.6,4.15,49
09/02/2019,15:17:56,45.989407,7.913165,15694,22.1,111,3.5,3,10873,-1.3,4.16,50
09/02/2019,15:20:54,45.97176,7.967906,15467,29.6,118,3.4,3,11239,-0.8,3.97,51
09/02/2019,15:23:55,45.955105,8.030459,15245,28.6,107,3.4,3,11570,-0.4,3.95,52
09/02/2019,15:26:59,45.94593,8.09707,14905,28.4,101,3.3,3,12306,-0.7,3.98,53
09/02/2019,15:29:55,45.935909,8.160045,14030,28.6,98,3.3,3,14052,0.3,4.21,54
09/02/2019,15:32:55,45.922615,8.239687,12298,34.7,99,3.3,3,18547,-1.2,3.96,55
09/02/2019,15:35:57,45.907078,8.303572,10741,29.9,117,3.3,3,23843,-3.7,4.05,56
09/02/2019,15:38:57,45.89587,8.371333,9386,37.6,104,3.3,3,29388,-6.2,3.89,57
09/02/2019,15:41:54,45.884171,8.445592,8164,35.7,90,3.3,3,35146,-8.3,3.91,58
09/02/2019,15:44:55,45.877987,8.528286,7021,31.4,101,3.3,3,41397,-9.8,4.14,59
09/02/2019,15:48:08,45.868748,8.600005,5641,26.8,109,0.9,7,50004,-10.8,3.96,60
